Gross Sales,Sales returns-allowances and discounts,Retake,Discount,Net sales,COGS,Gross margin,Operating Expense,R&D,Labour,SG&A,Operating income,Other G/L,Calculator Income,Scholarship Expense,EBIT,Gross Margin,EBIT Margin
21600000,0,0,0,21600000,180000,21420000,22710000.0,2160000.0,14550000,6000000,-1290000.0,-810000.0,0,810000.0,-2100000.0,0.9916666666666667,-0.09722222222222222
21600000,0,0,0,21600000,90000,21510000,22710000.0,2160000.0,14550000,6000000,-1200000.0,-989999.9999999999,0,989999.9999999999,-2190000.0,0.9958333333333333,-0.10138888888888889
21600000,0,0,0,21600000,180000,21420000,22710000.0,2160000.0,14550000,6000000,-1290000.0,-989999.9999999999,0,989999.9999999999,-2280000.0,0.9916666666666667,-0.10555555555555556
21600000,0,0,0,21600000,90000,21510000,22710000.0,2160000.0,14550000,6000000,-1200000.0,-899999.9999999999,0,899999.9999999999,-2100000.0,0.9958333333333333,-0.09722222222222222
21600000,0,0,0,21600000,180000,21420000,22710000.0,2160000.0,14550000,6000000,-1290000.0,-899999.9999999999,0,899999.9999999999,-2190000.0,0.9916666666666667,-0.10138888888888889
21600000,0,0,0,21600000,90000,21510000,20760000.0,2160000.0,12600000,6000000,750000.0,-810000.0,0,810000.0,-60000.0,0.9958333333333333,-0.002777777777777778
21600000,0,0,0,21600000,180000,21420000,20760000.0,2160000.0,12600000,6000000,660000.0,-810000.0,0,810000.0,-150000.0,0.9916666666666667,-0.006944444444444444
21600000,0,0,0,21600000,90000,21510000,20760000.0,2160000.0,12600000,6000000,750000.0,-989999.9999999999,0,989999.9999999999,-239999.99999999988,0.9958333333333333,-0.011111111111111106
21600000,0,0,0,21600000,180000,21420000,20760000.0,2160000.0,12600000,6000000,660000.0,-989999.9999999999,0,989999.9999999999,-329999.9999999999,0.9916666666666667,-0.015277777777777772
21600000,0,0,0,21600000,90000,21510000,20760000.0,2160000.0,12600000,6000000,750000.0,-899999.9999999999,0,899999.9999999999,-149999.99999999988,0.9958333333333333,-0.006944444444444439
21600000,0,0,0,21600000,180000,21420000,20760000.0,2160000.0,12600000,6000000,660000.0,-899999.9999999999,0,899999.9999999999,-239999.99999999988,0.9916666666666667,-0.011111111111111106
21600000,0,0,0,21600000,90000,21510000,21660000.0,2160000.0,13500000,6000000,-150000.0,-810000.0,0,810000.0,-960000.0,0.9958333333333333,-0.044444444444444446
21600000,0,0,0,21600000,180000,21420000,21660000.0,2160000.0,13500000,6000000,-240000.0,-810000.0,0,810000.0,-1050000.0,0.9916666666666667,-0.04861111111111111
21600000,0,0,0,21600000,90000,21510000,21660000.0,2160000.0,13500000,6000000,-150000.0,-989999.9999999999,0,989999.9999999999,-1140000.0,0.9958333333333333,-0.05277777777777778
21600000,0,0,0,21600000,180000,21420000,21660000.0,2160000.0,13500000,6000000,-240000.0,-989999.9999999999,0,989999.9999999999,-1230000.0,0.9916666666666667,-0.05694444444444444
21600000,0,0,0,21600000,90000,21510000,21660000.0,2160000.0,13500000,6000000,-150000.0,-899999.9999999999,0,899999.9999999999,-1050000.0,0.9958333333333333,-0.04861111111111111
21600000,0,0,0,21600000,180000,21420000,21660000.0,2160000.0,13500000,6000000,-240000.0,-899999.9999999999,0,899999.9999999999,-1140000.0,0.9916666666666667,-0.05277777777777778
21600000,0,0,0,21600000,90000,21510000,21210000.0,2160000.0,13050000,6000000,300000.0,-810000.0,0,810000.0,-510000.0,0.9958333333333333,-0.02361111111111111
21600000,0,0,0,21600000,180000,21420000,21210000.0,2160000.0,13050000,6000000,210000.0,-810000.0,0,810000.0,-600000.0,0.9916666666666667,-0.027777777777777776
21600000,0,0,0,21600000,90000,21510000,21210000.0,2160000.0,13050000,6000000,300000.0,-989999.9999999999,0,989999.9999999999,-689999.9999999999,0.9958333333333333,-0.03194444444444444
21600000,0,0,0,21600000,180000,21420000,21210000.0,2160000.0,13050000,6000000,210000.0,-989999.9999999999,0,989999.9999999999,-779999.9999999999,0.9916666666666667,-0.03611111111111111
21600000,0,0,0,21600000,90000,21510000,21210000.0,2160000.0,13050000,6000000,300000.0,-899999.9999999999,0,899999.9999999999,-599999.9999999999,0.9958333333333333,-0.027777777777777773
21600000,0,0,0,21600000,180000,21420000,21210000.0,2160000.0,13050000,6000000,210000.0,-899999.9999999999,0,899999.9999999999,-689999.9999999999,0.9916666666666667,-0.03194444444444444
21600000,0,0,0,21600000,90000,21510000,20460000.0,2160000.0,11100000,7200000,1050000.0,-810000.0,0,810000.0,240000.0,0.9958333333333333,0.011111111111111112
21600000,0,0,0,21600000,180000,21420000,20460000.0,2160000.0,11100000,7200000,960000.0,-810000.0,0,810000.0,150000.0,0.9916666666666667,0.006944444444444444
21600000,0,0,0,21600000,90000,21510000,20460000.0,2160000.0,11100000,7200000,1050000.0,-989999.9999999999,0,989999.9999999999,60000.00000000012,0.9958333333333333,0.002777777777777783
21600000,0,0,0,21600000,180000,21420000,20460000.0,2160000.0,11100000,7200000,960000.0,-989999.9999999999,0,989999.9999999999,-29999.999999999884,0.9916666666666667,-0.0013888888888888835
21600000,0,0,0,21600000,90000,21510000,20460000.0,2160000.0,11100000,7200000,1050000.0,-899999.9999999999,0,899999.9999999999,150000.00000000012,0.9958333333333333,0.00694444444444445
21600000,0,0,0,21600000,180000,21420000,20460000.0,2160000.0,11100000,7200000,960000.0,-899999.9999999999,0,899999.9999999999,60000.00000000012,0.9916666666666667,0.002777777777777783
21600000,0,0,0,21600000,90000,21510000,21360000.0,2160000.0,12000000,7200000,150000.0,-810000.0,0,810000.0,-660000.0,0.9958333333333333,-0.030555555555555555
21600000,0,0,0,21600000,180000,21420000,21360000.0,2160000.0,12000000,7200000,60000.0,-810000.0,0,810000.0,-750000.0,0.9916666666666667,-0.034722222222222224
21600000,0,0,0,21600000,90000,21510000,21360000.0,2160000.0,12000000,7200000,150000.0,-989999.9999999999,0,989999.9999999999,-839999.9999999999,0.9958333333333333,-0.03888888888888888
21600000,0,0,0,21600000,180000,21420000,21360000.0,2160000.0,12000000,7200000,60000.0,-989999.9999999999,0,989999.9999999999,-929999.9999999999,0.9916666666666667,-0.04305555555555555
21600000,0,0,0,21600000,90000,21510000,21360000.0,2160000.0,12000000,7200000,150000.0,-899999.9999999999,0,899999.9999999999,-749999.9999999999,0.9958333333333333,-0.03472222222222222
21600000,0,0,0,21600000,180000,21420000,21360000.0,2160000.0,12000000,7200000,60000.0,-899999.9999999999,0,899999.9999999999,-839999.9999999999,0.9916666666666667,-0.03888888888888888
21600000,0,0,0,21600000,90000,21510000,20910000.0,2160000.0,11550000,7200000,600000.0,-810000.0,0,810000.0,-210000.0,0.9958333333333333,-0.009722222222222222
21600000,0,0,0,21600000,180000,21420000,20910000.0,2160000.0,11550000,7200000,510000.0,-810000.0,0,810000.0,-300000.0,0.9916666666666667,-0.013888888888888888
21600000,0,0,0,21600000,90000,21510000,20910000.0,2160000.0,11550000,7200000,600000.0,-989999.9999999999,0,989999.9999999999,-389999.9999999999,0.9958333333333333,-0.01805555555555555
21600000,0,0,0,21600000,180000,21420000,20910000.0,2160000.0,11550000,7200000,510000.0,-989999.9999999999,0,989999.9999999999,-479999.9999999999,0.9916666666666667,-0.022222222222222216
21600000,0,0,0,21600000,90000,21510000,20910000.0,2160000.0,11550000,7200000,600000.0,-899999.9999999999,0,899999.9999999999,-299999.9999999999,0.9958333333333333,-0.013888888888888883
21600000,0,0,0,21600000,180000,21420000,20910000.0,2160000.0,11550000,7200000,510000.0,-899999.9999999999,0,899999.9999999999,-389999.9999999999,0.9916666666666667,-0.01805555555555555
21600000,0,0,0,21600000,90000,21510000,23460000.0,2160000.0,14100000,7200000,-1950000.0,-810000.0,0,810000.0,-2760000.0,0.9958333333333333,-0.12777777777777777
21600000,0,0,0,21600000,180000,21420000,23460000.0,2160000.0,14100000,7200000,-2040000.0,-810000.0,0,810000.0,-2850000.0,0.9916666666666667,-0.13194444444444445
21600000,0,0,0,21600000,90000,21510000,23460000.0,2160000.0,14100000,7200000,-1950000.0,-989999.9999999999,0,989999.9999999999,-2940000.0,0.9958333333333333,-0.1361111111111111
21600000,0,0,0,21600000,180000,21420000,23460000.0,2160000.0,14100000,7200000,-2040000.0,-989999.9999999999,0,989999.9999999999,-3030000.0,0.9916666666666667,-0.14027777777777778
21600000,0,0,0,21600000,90000,21510000,23460000.0,2160000.0,14100000,7200000,-1950000.0,-899999.9999999999,0,899999.9999999999,-2850000.0,0.9958333333333333,-0.13194444444444445
21600000,0,0,0,21600000,180000,21420000,23460000.0,2160000.0,14100000,7200000,-2040000.0,-899999.9999999999,0,899999.9999999999,-2940000.0,0.9916666666666667,-0.1361111111111111
21600000,0,0,0,21600000,90000,21510000,24360000.0,2160000.0,15000000,7200000,-2850000.0,-810000.0,0,810000.0,-3660000.0,0.9958333333333333,-0.16944444444444445
21600000,0,0,0,21600000,180000,21420000,24360000.0,2160000.0,15000000,7200000,-2940000.0,-810000.0,0,810000.0,-3750000.0,0.9916666666666667,-0.1736111111111111
21600000,0,0,0,21600000,90000,21510000,24360000.0,2160000.0,15000000,7200000,-2850000.0,-989999.9999999999,0,989999.9999999999,-3840000.0,0.9958333333333333,-0.17777777777777778
21600000,0,0,0,21600000,180000,21420000,24360000.0,2160000.0,15000000,7200000,-2940000.0,-989999.9999999999,0,989999.9999999999,-3930000.0,0.9916666666666667,-0.18194444444444444
21600000,0,0,0,21600000,90000,21510000,24360000.0,2160000.0,15000000,7200000,-2850000.0,-899999.9999999999,0,899999.9999999999,-3750000.0,0.9958333333333333,-0.1736111111111111
21600000,0,0,0,21600000,180000,21420000,24360000.0,2160000.0,15000000,7200000,-2940000.0,-899999.9999999999,0,899999.9999999999,-3840000.0,0.9916666666666667,-0.17777777777777778
21600000,0,0,0,21600000,90000,21510000,23910000.0,2160000.0,14550000,7200000,-2400000.0,-810000.0,0,810000.0,-3210000.0,0.9958333333333333,-0.1486111111111111
21600000,0,0,0,21600000,180000,21420000,23910000.0,2160000.0,14550000,7200000,-2490000.0,-810000.0,0,810000.0,-3300000.0,0.9916666666666667,-0.1527777777777778
21600000,0,0,0,21600000,90000,21510000,23910000.0,2160000.0,14550000,7200000,-2400000.0,-989999.9999999999,0,989999.9999999999,-3390000.0,0.9958333333333333,-0.15694444444444444
21600000,0,0,0,21600000,180000,21420000,23910000.0,2160000.0,14550000,7200000,-2490000.0,-989999.9999999999,0,989999.9999999999,-3480000.0,0.9916666666666667,-0.16111111111111112
21600000,0,0,0,21600000,90000,21510000,23910000.0,2160000.0,14550000,7200000,-2400000.0,-899999.9999999999,0,899999.9999999999,-3300000.0,0.9958333333333333,-0.1527777777777778
21600000,0,0,0,21600000,180000,21420000,23910000.0,2160000.0,14550000,7200000,-2490000.0,-899999.9999999999,0,899999.9999999999,-3390000.0,0.9916666666666667,-0.15694444444444444
21600000,0,0,0,21600000,90000,21510000,21960000.0,2160000.0,12600000,7200000,-450000.0,-810000.0,0,810000.0,-1260000.0,0.9958333333333333,-0.058333333333333334
21600000,0,0,0,21600000,180000,21420000,21960000.0,2160000.0,12600000,7200000,-540000.0,-810000.0,0,810000.0,-1350000.0,0.9916666666666667,-0.0625
21600000,0,0,0,21600000,90000,21510000,21960000.0,2160000.0,12600000,7200000,-450000.0,-989999.9999999999,0,989999.9999999999,-1440000.0,0.9958333333333333,-0.06666666666666667
21600000,0,0,0,21600000,180000,21420000,21960000.0,2160000.0,12600000,7200000,-540000.0,-989999.9999999999,0,989999.9999999999,-1530000.0,0.9916666666666667,-0.07083333333333333
21600000,0,0,0,21600000,90000,21510000,21960000.0,2160000.0,12600000,7200000,-450000.0,-899999.9999999999,0,899999.9999999999,-1350000.0,0.9958333333333333,-0.0625
21600000,0,0,0,21600000,180000,21420000,21960000.0,2160000.0,12600000,7200000,-540000.0,-899999.9999999999,0,899999.9999999999,-1440000.0,0.9916666666666667,-0.06666666666666667
21600000,0,0,0,21600000,90000,21510000,22860000.0,2160000.0,13500000,7200000,-1350000.0,-810000.0,0,810000.0,-2160000.0,0.9958333333333333,-0.1
21600000,0,0,0,21600000,180000,21420000,22860000.0,2160000.0,13500000,7200000,-1440000.0,-810000.0,0,810000.0,-2250000.0,0.9916666666666667,-0.10416666666666667
21600000,0,0,0,21600000,90000,21510000,22860000.0,2160000.0,13500000,7200000,-1350000.0,-989999.9999999999,0,989999.9999999999,-2340000.0,0.9958333333333333,-0.10833333333333334
21600000,0,0,0,21600000,180000,21420000,22860000.0,2160000.0,13500000,7200000,-1440000.0,-989999.9999999999,0,989999.9999999999,-2430000.0,0.9916666666666667,-0.1125
21600000,0,0,0,21600000,90000,21510000,22860000.0,2160000.0,13500000,7200000,-1350000.0,-899999.9999999999,0,899999.9999999999,-2250000.0,0.9958333333333333,-0.10416666666666667
21600000,0,0,0,21600000,180000,21420000,22860000.0,2160000.0,13500000,7200000,-1440000.0,-899999.9999999999,0,899999.9999999999,-2340000.0,0.9916666666666667,-0.10833333333333334
21600000,0,0,0,21600000,90000,21510000,22410000.0,2160000.0,13050000,7200000,-900000.0,-810000.0,0,810000.0,-1710000.0,0.9958333333333333,-0.07916666666666666
21600000,0,0,0,21600000,180000,21420000,22410000.0,2160000.0,13050000,7200000,-990000.0,-810000.0,0,810000.0,-1800000.0,0.9916666666666667,-0.08333333333333333
21600000,0,0,0,21600000,90000,21510000,22410000.0,2160000.0,13050000,7200000,-900000.0,-989999.9999999999,0,989999.9999999999,-1890000.0,0.9958333333333333,-0.0875
21600000,0,0,0,21600000,180000,21420000,22410000.0,2160000.0,13050000,7200000,-990000.0,-989999.9999999999,0,989999.9999999999,-1980000.0,0.9916666666666667,-0.09166666666666666
21600000,0,0,0,21600000,90000,21510000,22410000.0,2160000.0,13050000,7200000,-900000.0,-899999.9999999999,0,899999.9999999999,-1800000.0,0.9958333333333333,-0.08333333333333333
21600000,0,0,0,21600000,180000,21420000,22410000.0,2160000.0,13050000,7200000,-990000.0,-899999.9999999999,0,899999.9999999999,-1890000.0,0.9916666666666667,-0.0875
28800000,0,0,0,28800000,120000,28680000,19980000.0,2880000.0,11100000,6000000,8700000.0,-1080000.0,0,1080000.0,7620000.0,0.9958333333333333,0.26458333333333334
28800000,0,0,0,28800000,240000,28560000,19980000.0,2880000.0,11100000,6000000,8580000.0,-1080000.0,0,1080000.0,7500000.0,0.9916666666666667,0.2604166666666667
28800000,0,0,0,28800000,120000,28680000,19980000.0,2880000.0,11100000,6000000,8700000.0,-1319999.9999999998,0,1319999.9999999998,7380000.0,0.9958333333333333,0.25625
28800000,0,0,0,28800000,240000,28560000,19980000.0,2880000.0,11100000,6000000,8580000.0,-1319999.9999999998,0,1319999.9999999998,7260000.0,0.9916666666666667,0.2520833333333333
28800000,0,0,0,28800000,120000,28680000,19980000.0,2880000.0,11100000,6000000,8700000.0,-1200000.0,0,1200000.0,7500000.0,0.9958333333333333,0.2604166666666667
28800000,0,0,0,28800000,240000,28560000,19980000.0,2880000.0,11100000,6000000,8580000.0,-1200000.0,0,1200000.0,7380000.0,0.9916666666666667,0.25625
28800000,0,0,0,28800000,120000,28680000,20880000.0,2880000.0,12000000,6000000,7800000.0,-1080000.0,0,1080000.0,6720000.0,0.9958333333333333,0.23333333333333334
28800000,0,0,0,28800000,240000,28560000,20880000.0,2880000.0,12000000,6000000,7680000.0,-1080000.0,0,1080000.0,6600000.0,0.9916666666666667,0.22916666666666666
28800000,0,0,0,28800000,120000,28680000,20880000.0,2880000.0,12000000,6000000,7800000.0,-1319999.9999999998,0,1319999.9999999998,6480000.0,0.9958333333333333,0.225
28800000,0,0,0,28800000,240000,28560000,20880000.0,2880000.0,12000000,6000000,7680000.0,-1319999.9999999998,0,1319999.9999999998,6360000.0,0.9916666666666667,0.22083333333333333
28800000,0,0,0,28800000,120000,28680000,20880000.0,2880000.0,12000000,6000000,7800000.0,-1200000.0,0,1200000.0,6600000.0,0.9958333333333333,0.22916666666666666
28800000,0,0,0,28800000,240000,28560000,20880000.0,2880000.0,12000000,6000000,7680000.0,-1200000.0,0,1200000.0,6480000.0,0.9916666666666667,0.225
28800000,0,0,0,28800000,120000,28680000,20430000.0,2880000.0,11550000,6000000,8250000.0,-1080000.0,0,1080000.0,7170000.0,0.9958333333333333,0.24895833333333334
28800000,0,0,0,28800000,240000,28560000,20430000.0,2880000.0,11550000,6000000,8130000.0,-1080000.0,0,1080000.0,7050000.0,0.9916666666666667,0.24479166666666666
28800000,0,0,0,28800000,120000,28680000,20430000.0,2880000.0,11550000,6000000,8250000.0,-1319999.9999999998,0,1319999.9999999998,6930000.0,0.9958333333333333,0.240625
28800000,0,0,0,28800000,240000,28560000,20430000.0,2880000.0,11550000,6000000,8130000.0,-1319999.9999999998,0,1319999.9999999998,6810000.0,0.9916666666666667,0.23645833333333333
28800000,0,0,0,28800000,120000,28680000,20430000.0,2880000.0,11550000,6000000,8250000.0,-1200000.0,0,1200000.0,7050000.0,0.9958333333333333,0.24479166666666666
28800000,0,0,0,28800000,240000,28560000,20430000.0,2880000.0,11550000,6000000,8130000.0,-1200000.0,0,1200000.0,6930000.0,0.9916666666666667,0.240625
28800000,0,0,0,28800000,120000,28680000,22980000.0,2880000.0,14100000,6000000,5700000.0,-1080000.0,0,1080000.0,4620000.0,0.9958333333333333,0.16041666666666668
28800000,0,0,0,28800000,240000,28560000,22980000.0,2880000.0,14100000,6000000,5580000.0,-1080000.0,0,1080000.0,4500000.0,0.9916666666666667,0.15625
28800000,0,0,0,28800000,120000,28680000,22980000.0,2880000.0,14100000,6000000,5700000.0,-1319999.9999999998,0,1319999.9999999998,4380000.0,0.9958333333333333,0.15208333333333332
28800000,0,0,0,28800000,240000,28560000,22980000.0,2880000.0,14100000,6000000,5580000.0,-1319999.9999999998,0,1319999.9999999998,4260000.0,0.9916666666666667,0.14791666666666667
28800000,0,0,0,28800000,120000,28680000,22980000.0,2880000.0,14100000,6000000,5700000.0,-1200000.0,0,1200000.0,4500000.0,0.9958333333333333,0.15625
28800000,0,0,0,28800000,240000,28560000,22980000.0,2880000.0,14100000,6000000,5580000.0,-1200000.0,0,1200000.0,4380000.0,0.9916666666666667,0.15208333333333332
28800000,0,0,0,28800000,120000,28680000,23880000.0,2880000.0,15000000,6000000,4800000.0,-1080000.0,0,1080000.0,3720000.0,0.9958333333333333,0.12916666666666668
28800000,0,0,0,28800000,240000,28560000,23880000.0,2880000.0,15000000,6000000,4680000.0,-1080000.0,0,1080000.0,3600000.0,0.9916666666666667,0.125
28800000,0,0,0,28800000,120000,28680000,23880000.0,2880000.0,15000000,6000000,4800000.0,-1319999.9999999998,0,1319999.9999999998,3480000.0,0.9958333333333333,0.12083333333333333
28800000,0,0,0,28800000,240000,28560000,23880000.0,2880000.0,15000000,6000000,4680000.0,-1319999.9999999998,0,1319999.9999999998,3360000.0,0.9916666666666667,0.11666666666666667
28800000,0,0,0,28800000,120000,28680000,23880000.0,2880000.0,15000000,6000000,4800000.0,-1200000.0,0,1200000.0,3600000.0,0.9958333333333333,0.125
28800000,0,0,0,28800000,240000,28560000,23880000.0,2880000.0,15000000,6000000,4680000.0,-1200000.0,0,1200000.0,3480000.0,0.9916666666666667,0.12083333333333333
28800000,0,0,0,28800000,120000,28680000,23430000.0,2880000.0,14550000,6000000,5250000.0,-1080000.0,0,1080000.0,4170000.0,0.9958333333333333,0.14479166666666668
28800000,0,0,0,28800000,240000,28560000,23430000.0,2880000.0,14550000,6000000,5130000.0,-1080000.0,0,1080000.0,4050000.0,0.9916666666666667,0.140625
28800000,0,0,0,28800000,120000,28680000,23430000.0,2880000.0,14550000,6000000,5250000.0,-1319999.9999999998,0,1319999.9999999998,3930000.0,0.9958333333333333,0.13645833333333332
28800000,0,0,0,28800000,240000,28560000,23430000.0,2880000.0,14550000,6000000,5130000.0,-1319999.9999999998,0,1319999.9999999998,3810000.0,0.9916666666666667,0.13229166666666667
28800000,0,0,0,28800000,120000,28680000,23430000.0,2880000.0,14550000,6000000,5250000.0,-1200000.0,0,1200000.0,4050000.0,0.9958333333333333,0.140625
28800000,0,0,0,28800000,240000,28560000,23430000.0,2880000.0,14550000,6000000,5130000.0,-1200000.0,0,1200000.0,3930000.0,0.9916666666666667,0.13645833333333332
28800000,0,0,0,28800000,120000,28680000,21480000.0,2880000.0,12600000,6000000,7200000.0,-1080000.0,0,1080000.0,6120000.0,0.9958333333333333,0.2125
28800000,0,0,0,28800000,240000,28560000,21480000.0,2880000.0,12600000,6000000,7080000.0,-1080000.0,0,1080000.0,6000000.0,0.9916666666666667,0.20833333333333334
28800000,0,0,0,28800000,120000,28680000,21480000.0,2880000.0,12600000,6000000,7200000.0,-1319999.9999999998,0,1319999.9999999998,5880000.0,0.9958333333333333,0.20416666666666666
28800000,0,0,0,28800000,240000,28560000,21480000.0,2880000.0,12600000,6000000,7080000.0,-1319999.9999999998,0,1319999.9999999998,5760000.0,0.9916666666666667,0.2
28800000,0,0,0,28800000,120000,28680000,21480000.0,2880000.0,12600000,6000000,7200000.0,-1200000.0,0,1200000.0,6000000.0,0.9958333333333333,0.20833333333333334
28800000,0,0,0,28800000,240000,28560000,21480000.0,2880000.0,12600000,6000000,7080000.0,-1200000.0,0,1200000.0,5880000.0,0.9916666666666667,0.20416666666666666
28800000,0,0,0,28800000,120000,28680000,22380000.0,2880000.0,13500000,6000000,6300000.0,-1080000.0,0,1080000.0,5220000.0,0.9958333333333333,0.18125
28800000,0,0,0,28800000,240000,28560000,22380000.0,2880000.0,13500000,6000000,6180000.0,-1080000.0,0,1080000.0,5100000.0,0.9916666666666667,0.17708333333333334
28800000,0,0,0,28800000,120000,28680000,22380000.0,2880000.0,13500000,6000000,6300000.0,-1319999.9999999998,0,1319999.9999999998,4980000.0,0.9958333333333333,0.17291666666666666
28800000,0,0,0,28800000,240000,28560000,22380000.0,2880000.0,13500000,6000000,6180000.0,-1319999.9999999998,0,1319999.9999999998,4860000.0,0.9916666666666667,0.16875
28800000,0,0,0,28800000,120000,28680000,22380000.0,2880000.0,13500000,6000000,6300000.0,-1200000.0,0,1200000.0,5100000.0,0.9958333333333333,0.17708333333333334
